Category,City,Customer Name,Manufacturer,Order Date,Order ID,Postal Code,Product Name,Region,Segment,Ship Date,Ship Mode,State,Sub-Category,Discount,Profit,Profit Ratio,Quantity,Sales,Order Year,Order Month
Furniture,Philadelphia,Brad Thomas,DAX,2015-03-12,CA-2013-122511,19140,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",East,Home Office,2015-03-12,Same Day,Pennsylvania,Furnishings,0.20,9.00,0.31,4,30.00,2015,3
Office Supplies,Monroe,Mike Caudle,Xerox,2015-03-13,CA-2013-115504,71203,Xerox 218,South,Corporate,2015-03-18,Standard Class,Louisiana,Paper,0.00,6.00,0.48,2,13.00,2015,3
Office Supplies,New York City,Clytie Kelty,Staple envelope,2015-03-13,CA-2013-119683,10024,Staple envelope,East,Consumer,2015-03-17,Second Class,New York,Envelopes,0.00,13.00,0.46,3,29.00,2015,3
Office Supplies,San Francisco,Dean Katz,Tennsco,2015-03-13,CA-2013-127138,94109,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand",West,Corporate,2015-03-16,Second Class,California,Storage,0.00,7.00,0.01,5,677.00,2015,3
Office Supplies,San Francisco,Dean Katz,Euro Pro,2015-03-13,CA-2013-127138,94109,Euro-Pro Shark Turbo Vacuum,West,Corporate,2015-03-16,Second Class,California,Appliances,0.00,40.00,0.26,5,155.00,2015,3
Office Supplies,San Francisco,Dean Katz,Other,2015-03-13,CA-2013-127138,94109,Security-Tint Envelopes,West,Corporate,2015-03-16,Second Class,California,Envelopes,0.00,15.00,0.49,4,31.00,2015,3
Furniture,San Francisco,Dean Katz,Hon,2015-03-13,CA-2013-127138,94109,Hon 4070 Series Pagoda Round Back Stacking Chairs,West,Corporate,2015-03-16,Second Class,California,Chairs,0.20,77.00,0.10,3,770.00,2015,3
Office Supplies,Los Angeles,Scot Wooten,Hammermil,2015-03-13,US-2013-119270,90036,Hammermill Color Copier Paper (28Lb. and 96 Bright),West,Consumer,2015-03-17,Standard Class,California,Paper,0.00,9.00,0.45,2,20.00,2015,3
Office Supplies,Scottsdale,Tamara Willingham,Belkin,2015-03-14,CA-2013-158834,85254,Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,West,Home Office,2015-03-17,First Class,Arizona,Appliances,0.20,18.00,0.11,5,158.00,2015,3
Technology,Scottsdale,Tamara Willingham,Jabra,2015-03-14,CA-2013-158834,85254,Jabra BIZ 2300 Duo QD Duo Corded Headset,West,Home Office,2015-03-17,First Class,Arizona,Phones,0.20,15.00,0.08,2,203.00,2015,3
Office Supplies,San Antonio,Liz Thompson,TOPS,2015-03-14,CA-2013-159373,78207,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",Central,Consumer,2015-03-19,Standard Class,Texas,Paper,0.20,25.00,0.35,5,70.00,2015,3
Office Supplies,San Antonio,Liz Thompson,Other,2015-03-14,CA-2013-159373,78207,Insertable Tab Indexes For Data Binders,Central,Consumer,2015-03-19,Standard Class,Texas,Binders,0.80,-2.00,-1.70,2,1.00,2015,3
Furniture,San Antonio,Liz Thompson,Hon,2015-03-14,CA-2013-159373,78207,Hon Non-Folding Utility Tables,Central,Consumer,2015-03-19,Standard Class,Texas,Tables,0.30,0.00,0.00,5,558.00,2015,3
Furniture,Waynesboro,Adam Bellavance,Howard Miller,2015-03-14,US-2013-108637,22980,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",South,Home Office,2015-03-19,Standard Class,Virginia,Furnishings,0.00,41.00,0.32,2,128.00,2015,3
Office Supplies,Waynesboro,Adam Bellavance,Eureka,2015-03-14,US-2013-108637,22980,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",South,Home Office,2015-03-19,Standard Class,Virginia,Appliances,0.00,45.00,0.28,2,160.00,2015,3
Office Supplies,Waynesboro,Adam Bellavance,Ibico,2015-03-14,US-2013-108637,22980,Ibico Covers for Plastic or Wire Binding Elements,South,Home Office,2015-03-19,Standard Class,Virginia,Binders,0.00,21.00,0.45,4,46.00,2015,3
Furniture,San Francisco,Edward Hooks,Westinghouse,2015-03-14,CA-2013-136301,94109,"Westinghouse Mesh Shade Clip-On Gooseneck Lamp, Black",West,Corporate,2015-03-16,Second Class,California,Furnishings,0.00,7.00,0.26,2,28.00,2015,3
Office Supplies,San Francisco,Edward Hooks,Other,2015-03-14,CA-2013-136301,94109,High Speed Automatic Electric Letter Opener,West,Corporate,2015-03-16,Second Class,California,Supplies,0.00,197.00,0.04,3,4913.00,2015,3
Furniture,Philadelphia,Stewart Carmichael,SAFCO,2015-03-14,US-2013-114013,19134,SAFCO Arco Folding Chair,East,Corporate,2015-03-16,Second Class,Pennsylvania,Chairs,0.30,-6.00,-0.01,2,387.00,2015,3
Technology,Philadelphia,Stewart Carmichael,Kensington,2015-03-14,US-2013-114013,19134,Kensington Expert Mouse Optical USB Trackball for PC or Mac,East,Corporate,2015-03-16,Second Class,Pennsylvania,Accessories,0.20,47.00,0.13,5,380.00,2015,3
Technology,Philadelphia,Stewart Carmichael,Polycom,2015-03-14,US-2013-114013,19134,Polycom CX600 IP Phone VoIP phone,East,Corporate,2015-03-16,Second Class,Pennsylvania,Phones,0.40,-117.00,-0.22,3,540.00,2015,3
Office Supplies,Philadelphia,Stewart Carmichael,Other,2015-03-14,US-2013-114013,19134,"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",East,Corporate,2015-03-16,Second Class,Pennsylvania,Paper,0.20,14.00,0.34,5,41.00,2015,3
Office Supplies,Philadelphia,Stewart Carmichael,Ibico,2015-03-14,US-2013-114013,19134,Ibico EB-19 Dual Function Manual Binding System,East,Corporate,2015-03-16,Second Class,Pennsylvania,Binders,0.70,-42.00,-0.80,1,52.00,2015,3
Office Supplies,Philadelphia,Stewart Carmichael,SAFCO,2015-03-14,US-2013-114013,19134,"SAFCO Commercial Wire Shelving, Black",East,Corporate,2015-03-16,Second Class,Pennsylvania,Storage,0.20,-138.00,-0.25,5,553.00,2015,3
Office Supplies,Philadelphia,Stewart Carmichael,GBC,2015-03-14,US-2013-114013,19134,GBC VeloBind Cover Sets,East,Corporate,2015-03-16,Second Class,Pennsylvania,Binders,0.70,-15.00,-0.67,5,23.00,2015,3
Office Supplies,Philadelphia,Stewart Carmichael,Space Solutions,2015-03-14,US-2013-114013,19134,Space Solutions Industrial Galvanized Steel Shelving.,East,Corporate,2015-03-16,Second Class,Pennsylvania,Storage,0.20,-28.00,-0.23,2,126.00,2015,3
Technology,Philadelphia,Stewart Carmichael,Okidata,2015-03-14,US-2013-114013,19134,Okidata MB491 Multifunction Printer,East,Corporate,2015-03-16,Second Class,Pennsylvania,Machines,0.70,-644.00,-1.43,3,449.00,2015,3
Office Supplies,Riverside,Dennis Bolton,Cardinal,2015-03-14,CA-2013-119123,92503,Cardinal EasyOpen D-Ring Binders,West,Home Office,2015-03-19,Standard Class,California,Binders,0.20,19.00,0.38,7,51.00,2015,3
Furniture,Columbus,Henia Zydlo,Advantus,2015-03-15,US-2013-154361,43229,Advantus Panel Wall Acrylic Frame,East,Consumer,2015-03-20,Standard Class,Ohio,Furnishings,0.20,6.00,0.29,5,22.00,2015,3
Furniture,Harlingen,John Stevenson,SAFCO,2015-03-15,CA-2013-162082,78550,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",Central,Consumer,2015-03-18,First Class,Texas,Bookcases,0.32,-14.00,-0.06,5,241.00,2015,3
Office Supplies,Harlingen,John Stevenson,Xerox,2015-03-15,CA-2013-162082,78550,Xerox 1993,Central,Consumer,2015-03-18,First Class,Texas,Paper,0.20,2.00,0.36,1,5.00,2015,3
Office Supplies,Harlingen,John Stevenson,Boston,2015-03-15,CA-2013-162082,78550,"BOSTON Ranger #55 Pencil Sharpener, Black",Central,Consumer,2015-03-18,First Class,Texas,Art,0.20,16.00,0.11,7,146.00,2015,3
Furniture,Seattle,Muhammed MacIntyre,Global,2015-03-15,CA-2013-124793,98103,"Global High-Back Leather Tilter, Burgundy",West,Corporate,2015-03-17,First Class,Washington,Chairs,0.20,-22.00,-0.11,2,197.00,2015,3
Office Supplies,Redwood City,Stephanie Phelps,Wilson Jones,2015-03-15,CA-2013-133802,94061,Wilson Jones Leather-Like Binders with DublLock Round Rings,West,Corporate,2015-03-21,Standard Class,California,Binders,0.20,14.00,0.34,6,42.00,2015,3
Furniture,Green Bay,Sibella Parks,Westinghouse,2015-03-15,CA-2013-102134,54302,Westinghouse Clip-On Gooseneck Lamps,Central,Corporate,2015-03-20,Standard Class,Wisconsin,Furnishings,0.00,4.00,0.26,2,17.00,2015,3
Technology,Philadelphia,Paul Lucas,Other,2015-03-16,US-2013-113509,19143,V7 USB Numeric Keypad,East,Home Office,2015-03-20,Standard Class,Pennsylvania,Accessories,0.20,-14.00,-0.16,3,84.00,2015,3
Office Supplies,San Francisco,Fred Chung,Avery,2015-03-16,CA-2013-138968,94110,Avery Round Ring Poly Binders,West,Corporate,2015-03-17,First Class,California,Binders,0.20,2.00,0.36,2,5.00,2015,3
Furniture,San Francisco,Fred Chung,Global,2015-03-16,CA-2013-138968,94110,Global Comet Stacking Arm Chair,West,Corporate,2015-03-17,First Class,California,Chairs,0.20,85.00,0.06,4,1352.00,2015,3
Office Supplies,Jackson,Sanjit Jacobs,Xerox,2015-03-16,CA-2013-140571,39212,Xerox 1964,South,Home Office,2015-03-20,Standard Class,Mississippi,Paper,0.00,147.00,0.46,14,320.00,2015,3
Office Supplies,Jackson,Sanjit Jacobs,Xerox,2015-03-16,CA-2013-140571,39212,Xerox 1964,South,Home Office,2015-03-20,Standard Class,Mississippi,Paper,0.00,21.00,0.46,2,46.00,2015,3
Furniture,Bryan,Muhammed Yedwab,Novimex,2015-03-16,CA-2013-149272,77803,Novimex Swivel Fabric Task Chair,Central,Corporate,2015-03-20,Standard Class,Texas,Chairs,0.30,-143.00,-0.27,5,528.00,2015,3
Office Supplies,Bryan,Muhammed Yedwab,GBC,2015-03-16,CA-2013-149272,77803,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Central,Corporate,2015-03-20,Standard Class,Texas,Binders,0.80,-36.00,-1.60,7,22.00,2015,3
Office Supplies,Malden,Christine Sundaresam,Newell,2015-03-18,CA-2013-128111,2148,Newell 345,East,Consumer,2015-03-24,Standard Class,Massachusetts,Art,0.00,10.00,0.26,2,40.00,2015,3
Technology,Newark,Vivian Mathis,Plantronics,2015-03-18,CA-2013-115476,19711,Plantronics Voyager Pro HD - Bluetooth Headset,East,Consumer,2015-03-18,Same Day,Delaware,Phones,0.00,62.00,0.48,2,130.00,2015,3
Office Supplies,Newark,Vivian Mathis,Acco,2015-03-18,CA-2013-115476,19711,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",East,Consumer,2015-03-18,Same Day,Delaware,Binders,0.00,16.00,0.49,2,33.00,2015,3
Office Supplies,Columbia,Gary Zandusky,Other,2015-03-18,CA-2013-131737,21044,"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",East,Consumer,2015-03-18,Same Day,Maryland,Envelopes,0.00,90.00,0.45,5,200.00,2015,3
Office Supplies,Columbia,Gary Zandusky,Honeywell,2015-03-18,CA-2013-131737,21044,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,East,Consumer,2015-03-18,Same Day,Maryland,Appliances,0.00,298.00,0.33,3,902.00,2015,3
Furniture,Columbia,Gary Zandusky,Electrix,2015-03-18,CA-2013-131737,21044,Electrix Halogen Magnifier Lamp,East,Consumer,2015-03-18,Same Day,Maryland,Furnishings,0.00,253.00,0.26,5,972.00,2015,3
Technology,San Francisco,Anna Chung,Other,2015-03-18,CA-2013-134544,94109,i.Sound Portable Power - 8000 mAh,West,Consumer,2015-03-20,Second Class,California,Phones,0.20,-20.00,-0.24,2,85.00,2015,3
Furniture,Memphis,Rose O'Brian,Balt,2015-03-19,US-2013-120929,38109,Balt Solid Wood Rectangular Table,South,Consumer,2015-03-22,Second Class,Tennessee,Tables,0.40,-95.00,-0.50,3,190.00,2015,3
Office Supplies,Columbia,Dave Brooks,Hoover,2015-03-19,CA-2013-113292,38401,Hoover WindTunnel Plus Canister Vacuum,South,Consumer,2015-03-21,Second Class,Tennessee,Appliances,0.20,87.00,0.10,3,872.00,2015,3
Furniture,Littleton,Bobby Trafton,Atlantic,2015-03-20,CA-2013-106383,80122,"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",West,Consumer,2015-03-22,Second Class,Colorado,Bookcases,0.70,-99.00,-1.37,1,72.00,2015,3
Furniture,Oceanside,Susan Vittorini,GE,2015-03-20,CA-2013-136371,11572,"GE 4 Foot Flourescent Tube, 40 Watt",East,Consumer,2015-03-22,Second Class,New York,Furnishings,0.00,7.00,0.46,1,15.00,2015,3
Furniture,Oceanside,Susan Vittorini,Master Caster,2015-03-20,CA-2013-136371,11572,"Master Caster Door Stop, Brown",East,Consumer,2015-03-22,Second Class,New York,Furnishings,0.00,7.00,0.34,4,20.00,2015,3
Office Supplies,Nashville,Corey Catlett,Ibico,2015-03-20,CA-2013-118178,37211,Ibico Recycled Grain-Textured Covers,South,Corporate,2015-03-25,Standard Class,Tennessee,Binders,0.70,-21.00,-0.67,3,31.00,2015,3
Technology,Salem,Zuschuss Carroll,Other,2015-03-21,US-2013-156986,97301,i.Sound Portable Power - 8000 mAh,West,Consumer,2015-03-25,Standard Class,Oregon,Phones,0.20,-20.00,-0.24,2,85.00,2015,3
Office Supplies,Salem,Zuschuss Carroll,Xerox,2015-03-21,US-2013-156986,97301,Xerox 225,West,Consumer,2015-03-25,Standard Class,Oregon,Paper,0.20,7.00,0.35,4,21.00,2015,3
Office Supplies,Salem,Zuschuss Carroll,Other,2015-03-21,US-2013-156986,97301,Clear Mylar Reinforcing Strips,West,Consumer,2015-03-25,Standard Class,Oregon,Binders,0.70,-13.00,-0.77,3,17.00,2015,3
Office Supplies,Salem,Zuschuss Carroll,Xerox,2015-03-21,US-2013-156986,97301,Xerox 1894,West,Consumer,2015-03-25,Standard Class,Oregon,Paper,0.20,4.00,0.35,2,10.00,2015,3
Technology,Evanston,Peter Bühler,Belkin,2015-03-21,CA-2013-150889,60201,Belkin iPhone and iPad Lightning Cable,Central,Consumer,2015-03-23,Second Class,Illinois,Phones,0.20,1.00,0.07,1,12.00,2015,3
Furniture,Saint Peters,Robert Dilbeck,Chromcraft,2015-03-21,CA-2013-127670,63376,Chromcraft Round Conference Tables,Central,Home Office,2015-03-25,Standard Class,Missouri,Tables,0.00,146.00,0.21,4,697.00,2015,3
Furniture,Gulfport,Aaron Hawkins,Eldon,2015-03-21,CA-2013-162747,39503,"Eldon Image Series Desk Accessories, Ebony",South,Corporate,2015-03-26,Second Class,Mississippi,Furnishings,0.00,38.00,0.44,7,86.00,2015,3
Office Supplies,Chicago,Kean Takahito,Avery,2015-03-22,US-2013-133879,60623,Avery Durable Slant Ring Binders,Central,Consumer,2015-03-29,Standard Class,Illinois,Binders,0.80,-5.00,-1.50,2,3.00,2015,3
Furniture,Chicago,Kean Takahito,Global,2015-03-22,US-2013-133879,60623,"Global Airflow Leather Mesh Back Chair, Black",Central,Consumer,2015-03-29,Standard Class,Illinois,Chairs,0.30,0.00,0.00,5,528.00,2015,3
Office Supplies,Chicago,Kean Takahito,Newell,2015-03-22,US-2013-133879,60623,Newell 33,Central,Consumer,2015-03-29,Standard Class,Illinois,Art,0.20,2.00,0.11,3,13.00,2015,3
Furniture,Houston,Dario Medina,SAFCO,2015-03-22,CA-2013-163153,77036,Safco Drafting Table,Central,Corporate,2015-03-26,Standard Class,Texas,Tables,0.30,-1.00,-0.01,2,99.00,2015,3
Office Supplies,Houston,Dario Medina,Prang,2015-03-22,CA-2013-163153,77036,Prang Dustless Chalk Sticks,Central,Corporate,2015-03-26,Standard Class,Texas,Art,0.20,1.00,0.38,1,1.00,2015,3
Technology,North Las Vegas,Robert Barroso,Logitech,2015-03-23,CA-2013-107615,89031,Logitech ClearChat Comfort/USB Headset H390,West,Corporate,2015-03-26,First Class,Nevada,Accessories,0.00,19.00,0.33,2,59.00,2015,3
Furniture,Seattle,Marc Crier,Global,2015-03-23,CA-2013-118899,98103,"Global Stack Chair with Arms, Black",West,Consumer,2015-03-23,Same Day,Washington,Chairs,0.20,15.00,0.09,7,168.00,2015,3
Technology,Gresham,Dan Reichenbach,Other,2015-03-25,US-2013-164189,97030,BlackBerry Q10,West,Corporate,2015-03-29,Standard Class,Oregon,Phones,0.20,25.00,0.06,4,403.00,2015,3
Office Supplies,Richmond,Vivek Grady,Other,2015-03-25,CA-2013-113803,47374,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",Central,Corporate,2015-03-27,First Class,Indiana,Paper,0.00,10.00,0.46,1,22.00,2015,3
Furniture,Cleveland,Dan Campbell,O'Sullivan,2015-03-25,CA-2013-130911,44105,O'Sullivan Living Dimensions 3-Shelf Bookcases,East,Consumer,2015-03-27,Second Class,Ohio,Bookcases,0.50,-241.00,-0.80,3,301.00,2015,3
Office Supplies,Cleveland,Dan Campbell,Hunt,2015-03-25,CA-2013-130911,44105,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",East,Consumer,2015-03-27,Second Class,Ohio,Art,0.20,2.00,0.09,2,19.00,2015,3
Technology,Norman,Toby Braunhardt,Logitech,2015-03-26,CA-2013-134887,73071,Logitech P710e Mobile Speakerphone,Central,Consumer,2015-03-26,Same Day,Oklahoma,Accessories,0.00,245.00,0.19,5,1287.00,2015,3
Office Supplies,New York City,Damala Kotsonis,Newell,2015-03-26,CA-2013-120082,10024,Newell 319,East,Corporate,2015-03-28,Second Class,New York,Art,0.00,18.00,0.30,3,60.00,2015,3
Office Supplies,New York City,Sibella Parks,Gould Plastics,2015-03-27,CA-2013-123666,10011,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",East,Corporate,2015-03-31,Standard Class,New York,Storage,0.00,18.00,0.04,5,460.00,2015,3
Office Supplies,Jacksonville,Dean Braden,Tenex,2015-03-27,US-2013-162677,28540,"Tenex Personal Self-Stacking Standard File Box, Black/Gray",South,Consumer,2015-03-28,First Class,North Carolina,Storage,0.20,6.00,0.09,5,68.00,2015,3
Technology,Jacksonville,Dean Braden,Other,2015-03-27,US-2013-162677,28540,Case Logic 2.4GHz Wireless Keyboard,South,Consumer,2015-03-28,First Class,North Carolina,Accessories,0.20,-18.00,-0.15,3,120.00,2015,3
Office Supplies,Pocatello,Mark Van Huff,Adams,2015-03-27,CA-2013-161361,83201,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",West,Consumer,2015-03-29,Second Class,Idaho,Paper,0.00,9.00,0.49,3,18.00,2015,3
Office Supplies,Pocatello,Mark Van Huff,Wilson Jones,2015-03-27,CA-2013-161361,83201,"Wilson Jones Hanging View Binder, White, 1""",West,Consumer,2015-03-29,Second Class,Idaho,Binders,0.20,6.00,0.33,3,17.00,2015,3
Furniture,Columbus,David Smith,DAX,2015-03-28,CA-2013-119074,31907,DAX Two-Tone Silver Metal Document Frame,South,Corporate,2015-04-01,Standard Class,Georgia,Furnishings,0.00,9.00,0.43,1,20.00,2015,3
Furniture,Columbus,David Smith,Eldon,2015-03-28,CA-2013-119074,31907,"Eldon Expressions Wood and Plastic Desk Accessories, Oak",South,Corporate,2015-04-01,Standard Class,Georgia,Furnishings,0.00,11.00,0.28,4,40.00,2015,3
Office Supplies,Columbus,David Smith,Acco,2015-03-28,CA-2013-119074,31907,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",South,Corporate,2015-04-01,Standard Class,Georgia,Binders,0.00,16.00,0.49,2,33.00,2015,3
Office Supplies,Arlington,Aaron Smayling,Other,2015-03-29,CA-2013-162901,22204,Hanging Personal Folder File,South,Corporate,2015-04-01,First Class,Virginia,Storage,0.00,8.00,0.25,2,31.00,2015,3
Office Supplies,Los Angeles,Chris Cortes,Rogers,2015-03-29,CA-2013-131380,90032,Rogers Deluxe File Chest,West,Consumer,2015-04-01,Second Class,California,Storage,0.00,1.00,0.01,4,88.00,2015,3
Office Supplies,Los Angeles,Chris Cortes,Xerox,2015-03-29,CA-2013-131380,90032,Xerox 1983,West,Consumer,2015-04-01,Second Class,California,Paper,0.00,3.00,0.49,1,6.00,2015,3
Office Supplies,Chicago,Maria Etezadi,Other,2015-03-30,CA-2013-152555,60653,Computer Printout Paper with Letter-Trim Perforations,Central,Home Office,2015-04-03,Second Class,Illinois,Paper,0.20,16.00,0.35,3,46.00,2015,3
Furniture,Chicago,Maria Etezadi,Global,2015-03-30,CA-2013-152555,60653,"Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black",Central,Home Office,2015-04-03,Second Class,Illinois,Chairs,0.30,-36.00,-0.04,6,844.00,2015,3
Technology,Chicago,Maria Etezadi,Jabra,2015-03-30,CA-2013-152555,60653,Jabra BIZ 2300 Duo QD Duo Corded Headset,Central,Home Office,2015-04-03,Second Class,Illinois,Phones,0.20,61.00,0.08,8,813.00,2015,3
Office Supplies,New York City,Janet Martin,Other,2015-03-30,CA-2013-167556,10009,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",East,Consumer,2015-04-03,Standard Class,New York,Paper,0.00,7.00,0.50,2,13.00,2015,3
Office Supplies,New York City,Janet Martin,Acco,2015-03-30,CA-2013-167556,10009,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",East,Consumer,2015-04-03,Standard Class,New York,Binders,0.20,9.00,0.31,5,30.00,2015,3
Furniture,New York City,Janet Martin,Howard Miller,2015-03-30,CA-2013-167556,10009,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",East,Consumer,2015-04-03,Standard Class,New York,Furnishings,0.00,124.00,0.30,8,414.00,2015,3
Office Supplies,New York City,Janet Martin,GBC,2015-03-30,CA-2013-167556,10009,GBC Plastic Binding Combs,East,Consumer,2015-04-03,Standard Class,New York,Binders,0.20,15.00,0.36,7,41.00,2015,3
Furniture,Springfield,Troy Blackwell,Bush,2015-03-30,CA-2013-127236,45503,"Bush Andora Bookcase, Maple/Graphite Gray Finish",East,Consumer,2015-04-03,Standard Class,Ohio,Bookcases,0.50,-168.00,-0.56,5,300.00,2015,3
Technology,Springfield,Troy Blackwell,Clearsounds,2015-03-30,CA-2013-127236,45503,Clearsounds A400,East,Consumer,2015-04-03,Standard Class,Ohio,Phones,0.40,-37.00,-0.23,4,158.00,2015,3
Office Supplies,Norwich,Cathy Prescott,Xerox,2015-03-31,CA-2013-128258,6360,Xerox 188,East,Corporate,2015-04-02,First Class,Connecticut,Paper,0.00,6.00,0.49,1,11.00,2015,3
Technology,Philadelphia,Carlos Soltero,Other,2015-04-01,US-2013-151827,19134,LG Exalt,East,Consumer,2015-04-03,Second Class,Pennsylvania,Phones,0.40,-61.00,-0.22,3,281.00,2015,4
Technology,Philadelphia,Carlos Soltero,Anker,2015-04-01,US-2013-151827,19134,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,East,Consumer,2015-04-03,Second Class,Pennsylvania,Accessories,0.20,1.00,0.04,2,32.00,2015,4
Furniture,New York City,Erica Hackney,Global,2015-04-01,CA-2013-124100,10009,"Global Value Steno Chair, Gray",East,Consumer,2015-04-07,Standard Class,New York,Chairs,0.10,55.00,0.17,6,328.00,2015,4
Office Supplies,Auburn,Raymond Buch,Newell,2015-04-02,CA-2013-166674,13021,Newell 345,East,Consumer,2015-04-04,Second Class,New York,Art,0.00,15.00,0.26,3,60.00,2015,4
Office Supplies,Auburn,Raymond Buch,Fellowes,2015-04-02,CA-2013-166674,13021,Fellowes Bankers Box Recycled Super Stor/Drawer,East,Consumer,2015-04-04,Second Class,New York,Storage,0.00,10.00,0.06,3,162.00,2015,4
Office Supplies,Auburn,Raymond Buch,Boston,2015-04-02,CA-2013-166674,13021,Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,East,Consumer,2015-04-04,Second Class,New York,Art,0.00,71.00,0.27,6,264.00,2015,4
Office Supplies,Auburn,Raymond Buch,Other,2015-04-02,CA-2013-166674,13021,50 Colored Long Pencils,East,Consumer,2015-04-04,Second Class,New York,Art,0.00,8.00,0.26,3,30.00,2015,4
Office Supplies,Auburn,Raymond Buch,Newell,2015-04-02,CA-2013-166674,13021,Newell 342,East,Consumer,2015-04-04,Second Class,New York,Art,0.00,3.00,0.29,3,10.00,2015,4
Technology,Auburn,Raymond Buch,Belkin,2015-04-02,CA-2013-166674,13021,Belkin Grip Candy Sheer Case / Cover for iPhone 5 and 5S,East,Consumer,2015-04-04,Second Class,New York,Phones,0.00,9.00,0.26,4,35.00,2015,4
Office Supplies,Sierra Vista,Barry Blumstein,Other,2015-04-02,CA-2013-103947,85635,Staples,West,Corporate,2015-04-09,Standard Class,Arizona,Fasteners,0.20,10.00,0.31,5,32.00,2015,4
Office Supplies,Sierra Vista,Barry Blumstein,Belkin,2015-04-02,CA-2013-103947,85635,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,West,Corporate,2015-04-09,Standard Class,Arizona,Appliances,0.20,3.00,0.10,2,30.00,2015,4
Office Supplies,New York City,Don Weiss,Boston,2015-04-02,CA-2013-149902,10024,Boston 16801 Nautilus Battery Pencil Sharpener,East,Consumer,2015-04-07,Standard Class,New York,Art,0.00,23.00,0.26,4,88.00,2015,4
Office Supplies,New York City,Thomas Boland,Avery,2015-04-02,CA-2013-161473,10035,Avery 473,East,Corporate,2015-04-06,Standard Class,New York,Labels,0.00,10.00,0.48,2,21.00,2015,4
Office Supplies,New York City,Thomas Boland,Acme,2015-04-02,CA-2013-161473,10035,Acme Value Line Scissors,East,Corporate,2015-04-06,Standard Class,New York,Supplies,0.00,3.00,0.30,3,11.00,2015,4
Office Supplies,New York City,Thomas Boland,Avery,2015-04-02,CA-2013-161473,10035,Avery Hanging File Binders,East,Corporate,2015-04-06,Standard Class,New York,Binders,0.20,5.00,0.33,3,14.00,2015,4
Furniture,New York City,Frank Preis,Hon,2015-04-02,CA-2013-111213,10009,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",East,Consumer,2015-04-06,Standard Class,New York,Chairs,0.10,293.00,0.22,6,1317.00,2015,4
Office Supplies,New York City,Frank Preis,Staple remover,2015-04-02,CA-2013-111213,10009,Staple remover,East,Consumer,2015-04-06,Standard Class,New York,Supplies,0.00,19.00,0.29,8,64.00,2015,4
Office Supplies,New York City,Frank Preis,Avery,2015-04-02,CA-2013-111213,10009,Avery Non-Stick Binders,East,Consumer,2015-04-06,Standard Class,New York,Binders,0.20,1.00,0.31,1,4.00,2015,4
Furniture,Columbus,Daniel Byrd,Other,2015-04-02,CA-2013-127985,31907,Regeneration Desk Collection,South,Home Office,2015-04-06,Second Class,Georgia,Furnishings,0.00,3.00,0.44,4,7.00,2015,4
Technology,Milwaukee,Muhammed Yedwab,Other,2015-04-02,US-2013-160206,53209,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,Central,Corporate,2015-04-08,Standard Class,Wisconsin,Phones,0.00,0.00,0.02,1,13.00,2015,4
Furniture,Milwaukee,Denny Joy,Global,2015-04-03,CA-2013-123540,53209,Global Executive Mid-Back Manager's Chair,Central,Corporate,2015-04-07,Second Class,Wisconsin,Chairs,0.00,378.00,0.26,5,1455.00,2015,4
Office Supplies,Philadelphia,Carlos Soltero,GBC,2015-04-04,CA-2013-120796,19140,"GBC Velobind Prepunched Cover Sets, Regency Series",East,Consumer,2015-04-08,Standard Class,Pennsylvania,Binders,0.70,-83.00,-0.83,9,100.00,2015,4
